Date,Predicted_Open
2025-12-18,121.61983960705976
2025-12-19,115.92491212292249
2025-12-22,118.60680821980247
2025-12-23,117.61145551242576
2025-12-24,121.96114719300594
2025-12-25,121.03988984163645
2025-12-26,121.20241447553158
2025-12-29,114.39033233049706
2025-12-30,119.37164213501418
2025-12-31,112.95409515444828
2026-01-01,124.34262183925262
2026-01-02,120.87585331221503
2026-01-05,117.93148862462057
2026-01-06,119.75418233022089
2026-01-07,124.55870659101802
2026-01-08,118.53399782743459
2026-01-09,118.19887506967015
2026-01-12,121.50595477619946
2026-01-13,122.21080422790868
2026-01-14,122.34196439148246
2026-01-15,123.23769169913281
2026-01-16,120.89858375313304
2026-01-19,120.12909194836153
2026-01-20,119.32643215770717
2026-01-21,116.3447828210573
2026-01-22,122.57177433136268
2026-01-23,122.87446160149983
2026-01-26,122.3426030179497
2026-01-27,116.49424680796805
2026-01-28,120.77639470170152
2026-01-29,121.13188713527337
2026-01-30,121.79495748331712
2026-02-02,119.49741365236498
2026-02-03,116.66081020359103
2026-02-04,121.4246489678818
2026-02-05,118.88403929977991
2026-02-06,117.62584110489433
2026-02-09,120.38924655626055
2026-02-10,114.03256306432326
2026-02-11,121.71924391270478
2026-02-12,118.89135689458632
2026-02-13,121.65553540414203
2026-02-16,123.62961266880588
2026-02-17,126.62648573685016
2026-02-18,119.04650357038311
2026-02-19,115.00515324975741
2026-02-20,123.03207500000558
2026-02-23,119.84856194218702
2026-02-24,118.51250934990198
2026-02-25,120.84902371275034
2026-02-26,120.34308985229447
2026-02-27,117.40294204113717
2026-03-02,121.26281694236405
2026-03-03,119.12634331631928
2026-03-04,116.93991831352268
2026-03-05,117.86259678300794
2026-03-06,124.16140072413197
2026-03-09,122.14769660237647
2026-03-10,123.38844240259228
2026-03-11,122.45188410403864
2026-03-12,117.49215149795293
2026-03-13,124.54114011385526
2026-03-16,114.82129270418511
2026-03-17,118.56408483468562
2026-03-18,117.18991647215795
2026-03-19,120.12879609259372
2026-03-20,120.98346925426088
2026-03-23,118.79711937432667
2026-03-24,115.66484298255077
2026-03-25,117.02555598964177
2026-03-26,121.50780772085793
2026-03-27,115.77845146230104
2026-03-30,120.39569870571921
2026-03-31,112.9846310179387
2026-04-01,120.11135008330642
2026-04-02,115.34221455474305
2026-04-03,118.81707802771255
2026-04-06,122.19895558981503
2026-04-07,124.88523991975782
2026-04-08,118.23292968349088
2026-04-09,119.85357046704446
2026-04-10,120.88395071533047
2026-04-13,122.9439901954516
2026-04-14,117.33054582134304
2026-04-15,115.32673649372768
2026-04-16,114.65680009640495
2026-04-17,118.23930162688667
2026-04-20,117.51735374897059
2026-04-21,115.25545782518266
2026-04-22,123.80434158882922
2026-04-23,123.75622218070782
2026-04-24,117.4634032026095
2026-04-27,120.00865774758289
2026-04-28,117.99686280470712
2026-04-29,117.27865650622546
2026-04-30,119.74526053982804
2026-05-01,124.18742238814161
2026-05-04,121.38229890218754
2026-05-05,120.72004070846288
2026-05-06,122.77477553261929
2026-05-07,122.92492358571297
2026-05-08,117.55942990449834
2026-05-11,119.71586806965279
2026-05-12,124.21098965576718
2026-05-13,119.62878896752804
2026-05-14,123.17835134648688
2026-05-15,120.60199499064464
2026-05-18,121.3433207841417
2026-05-19,118.68172382162592
2026-05-20,123.90434237464504
2026-05-21,116.2009438283945
2026-05-22,117.42098326228721
2026-05-25,116.86902285533446
2026-05-26,120.92261790410096
2026-05-27,120.85610811984085
2026-05-28,117.64104060786134
2026-05-29,121.33614526431393
2026-06-01,122.47052219588483
2026-06-02,118.53154539889356
2026-06-03,120.46726269378522
2026-06-04,115.45239381257605
2026-06-05,120.32717829105114
2026-06-08,123.49357230213595
2026-06-09,124.29446785558609
2026-06-10,125.48288932993619
2026-06-11,116.23804969906793
2026-06-12,119.70815379715795
2026-06-15,116.92566878513756
2026-06-16,120.837678811742
2026-06-17,117.57304872376238
2026-06-18,116.86308007284076
2026-06-19,119.38598536695615
2026-06-22,122.05691069407867
2026-06-23,120.37565155472834
2026-06-24,119.71773092957774
2026-06-25,120.64439308200214
